# PID,ArrivalTime,InstructionCount
1911,5646,12
1912,5649,16
1913,5654,7
1914,5655,40
1915,5656,2
1916,5661,1
1917,5661,40
1918,5661,1
1919,5663,7
1920,5665,4
1921,5668,13
1922,5668,6
1923,5669,16
1924,5679,19
1925,5679,1
1926,5680,4
1927,5684,17
1928,5684,22
1929,5689,11
1930,5693,14
1931,5701,28
1932,5701,6
1933,5701,11
1934,5702,24
1935,5702,25
1936,5712,8
1937,5715,4
1938,5719,8
1939,5721,9
1940,5722,4
1941,5726,4
1942,5747,25
1943,5748,14
1944,5753,7
1945,5755,3
1946,5756,4
1947,5757,1
1948,5757,11
1949,5763,4
1950,5767,12
1951,5768,17
1952,5769,12
1953,5769,6
1954,5777,3
1955,5782,2
1956,5788,23
1957,5789,12
1958,5790,6
1959,5790,15
1960,5790,21
1961,5791,4
1962,5792,11
1963,5796,11
1964,5801,27
1965,5813,6
1966,5813,3
1967,5820,12
1968,5823,16
1969,5838,10
1970,5838,29
1971,5839,6
1972,5840,11
1973,5845,1
1974,5845,3
1975,5850,4
1976,5850,7
1977,5852,2
1978,5853,15
1979,5853,4
1980,5854,40
1981,5854,4
1982,5855,10
1983,5857,9
1984,5857,3
1985,5858,7
1986,5858,7
1987,5861,19
1988,5862,13
1989,5864,15
1990,5864,18
1991,5864,15
1992,5869,11
1993,5873,4
1994,5883,10
1995,5883,3
1996,5893,8
1997,5900,7
1998,5902,8
1999,5902,2
2000,5903,1
2001,5903,6
2002,5906,22
2003,5906,10
2004,5908,21
2005,5908,3
2006,5908,6
2007,5909,40
2008,5921,4
2009,5924,14
2010,5930,14
2011,5933,13
2012,5934,15
2013,5934,4
2014,5935,6
2015,5939,28
2016,5943,15
2017,5944,4
2018,5945,3
2019,5945,22
2020,5946,4
2021,5948,4
2022,5951,3
2023,5952,17
2024,5953,21
2025,5957,7
2026,5968,21
2027,5971,12
2028,5986,2
2029,5988,27
2030,5991,3
2031,5993,8
2032,5993,7
2033,5997,6
2034,6005,1
2035,6006,39
2036,6006,1
2037,6008,28
2038,6014,3
2039,6014,5
2040,6016,26
2041,6019,13
2042,6030,1
2043,6036,1
2044,6039,12
2045,6040,2
2046,6043,14
2047,6045,15
2048,6046,4
2049,6046,5
2050,6046,12
2051,6047,4
2052,6049,10
2053,6050,40
2054,6053,13
2055,6054,6
2056,6056,40
2057,6057,18
2058,6059,3
2059,6059,3
2060,6062,1
2061,6063,12
2062,6063,1
2063,6069,40
2064,6070,7
2065,6072,19
2066,6072,6
2067,6072,12
2068,6072,8
2069,6074,9
2070,6075,24
2071,6080,33
2072,6081,31
2073,6081,40
2074,6083,4
2075,6086,13
2076,6087,4
2077,6094,23
2078,6098,3
2079,6110,24
2080,6113,11
2081,6115,8
2082,6120,9
2083,6125,2
2084,6130,2
2085,6130,11
2086,6131,11
2087,6132,4
2088,6134,7
2089,6137,14
2090,6140,4
2091,6141,1
2092,6141,29
2093,6147,12
2094,6151,5
2095,6157,4
2096,6161,3
2097,6170,23
2098,6174,2
2099,6178,13
2100,6182,13
2101,6182,17
2102,6184,6
2103,6188,27
2104,6192,18
2105,6198,6
2106,6201,4
2107,6204,8
2108,6205,6
2109,6206,3
2110,6209,9
2111,6210,7
2112,6210,32
2113,6220,6
2114,6220,4
2115,6221,9
2116,6229,11
2117,6230,12
2118,6231,12
2119,6231,9
2120,6239,9
2121,6239,15
2122,6245,3
2123,6248,4
2124,6251,1
2125,6259,3
2126,6261,21
2127,6262,15
2128,6264,35
2129,6268,29
2130,6271,15
2131,6278,10
2132,6279,9
2133,6279,1
2134,6282,8
2135,6282,5
2136,6287,3
2137,6292,13
2138,6297,7
2139,6298,10
2140,6300,2
2141,6300,18
2142,6302,5
2143,6302,12
2144,6304,6
2145,6305,1
2146,6314,13
2147,6318,8
2148,6328,1
2149,6335,2
2150,6335,19
2151,6336,1
2152,6340,5
2153,6344,38
2154,6346,14
2155,6348,17
2156,6352,7
2157,6353,1
2158,6355,10
2159,6358,2
2160,6364,2
2161,6364,9
2162,6365,3
2163,6368,8
2164,6374,4
2165,6380,8
2166,6381,5
2167,6383,8
2168,6384,27
2169,6392,17
2170,6414,7
2171,6414,24
2172,6415,12
2173,6417,23
2174,6422,1
2175,6425,3
2176,6427,10
2177,6429,7
2178,6430,8
2179,6433,14
2180,6436,10
2181,6437,18
2182,6441,18
2183,6442,3
2184,6444,1
2185,6449,3
2186,6450,2
2187,6452,9
2188,6453,9
2189,6455,7
2190,6457,13
2191,6460,40
2192,6464,7
2193,6467,11
2194,6477,8
2195,6479,4
2196,6482,14
2197,6483,6
2198,6487,3
2199,6488,4
2200,6490,19
2201,6490,14
2202,6491,5
2203,6491,13
2204,6498,8
2205,6499,11
2206,6499,4
2207,6501,2
2208,6503,6
2209,6507,3
2210,6511,3
2211,6519,1
2212,6519,1
2213,6522,5
2214,6528,22
2215,6533,18
2216,6534,31
2217,6535,3
2218,6544,15
2219,6552,7
2220,6561,4
2221,6565,20
2222,6573,8
2223,6575,1
2224,6575,17
2225,6578,12
2226,6580,9
2227,6583,2
2228,6584,11
2229,6585,27
2230,6587,12
2231,6587,1
2232,6596,12
2233,6599,12
2234,6601,16
2235,6603,11
2236,6603,3
2237,6604,9
2238,6608,6
2239,6623,10
2240,6626,20
2241,6627,4
2242,6630,34
2243,6633,12
2244,6634,17
2245,6636,16
2246,6638,12
2247,6646,14
2248,6650,16
2249,6650,3
2250,6652,8
2251,6654,12
2252,6657,21
2253,6658,3
2254,6658,5
2255,6661,6
2256,6670,10
2257,6670,7
2258,6671,14
2259,6673,1
2260,6674,7
2261,6675,30
2262,6678,7
2263,6680,12
2264,6684,19
2265,6689,12
2266,6691,37
2267,6699,9
2268,6700,15
2269,6703,11
2270,6704,25
2271,6706,6
2272,6707,39
2273,6710,4
2274,6712,32
2275,6718,3
2276,6718,15
2277,6727,8
2278,6730,18
2279,6732,13
2280,6734,17
2281,6735,2
2282,6740,1
2283,6742,2
2284,6743,2
2285,6749,2
2286,6750,5
2287,6752,4
2288,6755,9
2289,6757,3
2290,6757,4
2291,6758,7
2292,6761,20
2293,6764,5
2294,6765,8
2295,6767,9
2296,6768,3
2297,6769,6
2298,6769,4
2299,6773,19
2300,6773,18
2301,6775,4
2302,6777,8
2303,6785,15
2304,6785,11
2305,6791,13
2306,6793,3
2307,6795,31
2308,6800,4
2309,6804,4
2310,6805,2
2311,6807,7
2312,6812,22
2313,6817,11
2314,6821,8
2315,6826,16
2316,6829,22
2317,6832,17
2318,6833,1
2319,6833,17
2320,6834,13
2321,6836,3
2322,6839,13
2323,6842,22
2324,6847,5
2325,6848,19
2326,6850,12
2327,6853,1
2328,6859,8
2329,6865,11
2330,6868,6
2331,6880,12
2332,6889,8
2333,6889,40
2334,6891,6
2335,6896,4
2336,6898,18
2337,6903,7
2338,6904,8
2339,6906,7
2340,6906,17
2341,6920,2
2342,6920,18
2343,6922,14
2344,6925,34
2345,6927,10
2346,6933,3
2347,6938,10
2348,6943,12
2349,6952,24
2350,6960,3
2351,6962,1
2352,6967,11
2353,6975,35
2354,6976,16
2355,6976,16
2356,6977,1
2357,6979,9
2358,6981,24
2359,6981,12
2360,6985,1
2361,6991,9
2362,7001,15
2363,7018,8
2364,7019,3
2365,7023,18
2366,7026,6
2367,7028,13
2368,7030,9
2369,7032,5
2370,7036,38
2371,7038,5
2372,7040,9
2373,7041,9
2374,7045,10
2375,7047,36
2376,7048,15
2377,7052,5
2378,7057,28
2379,7063,17
2380,7064,5
2381,7068,25
2382,7069,1
2383,7073,2
2384,7074,1
2385,7076,1
2386,7079,24
2387,7088,11
2388,7088,1
2389,7090,8
2390,7091,19
2391,7099,4
2392,7100,6
2393,7100,40
2394,7101,7
2395,7102,1
2396,7103,5
2397,7105,1
2398,7111,16
2399,7113,3
2400,7114,3
2401,7120,40
2402,7124,2
2403,7126,1
2404,7129,2
2405,7131,19
2406,7135,14
2407,7135,5
2408,7137,4
2409,7139,13
2410,7140,11
2411,7150,7
2412,7153,15
2413,7153,2
2414,7156,3
2415,7163,15
2416,7166,12
2417,7167,9
2418,7171,40
2419,7182,17
2420,7190,5
2421,7191,4
2422,7194,12
2423,7197,23
2424,7206,11
2425,7207,6
2426,7207,11
2427,7207,1
2428,7208,23
2429,7214,29
2430,7219,16
2431,7222,33
2432,7222,6
2433,7224,11
2434,7227,16
2435,7227,12
2436,7228,7
2437,7229,8
2438,7229,27
2439,7232,9
2440,7235,22
2441,7238,8
2442,7239,22
2443,7241,10
2444,7242,15
2445,7244,4
2446,7244,11
2447,7244,4
2448,7245,6
2449,7249,6
2450,7250,7
2451,7250,5
2452,7266,10
2453,7274,22
2454,7275,15
2455,7278,1
2456,7280,1
2457,7283,13
2458,7284,5
2459,7289,1
2460,7296,5
2461,7300,13
2462,7301,6
2463,7307,9
2464,7307,7
2465,7310,4
2466,7310,11
2467,7313,3
2468,7314,17
2469,7321,1
2470,7323,9
2471,7326,6
2472,7332,5
2473,7334,19
2474,7336,22
2475,7336,2
2476,7338,7
2477,7340,1
2478,7341,18
2479,7342,8
2480,7343,1
2481,7345,4
2482,7346,2
2483,7346,3
2484,7349,1
2485,7349,26
2486,7353,3
2487,7357,9
2488,7357,13
2489,7358,22
2490,7359,9
2491,7360,7
2492,7365,9
2493,7366,2
2494,7370,3
2495,7372,7
2496,7373,1
2497,7376,4
2498,7377,5
2499,7379,37
2500,7381,24
2501,7381,13
2502,7387,18
2503,7390,3
2504,7394,10
2505,7400,16
2506,7400,3
2507,7401,12
2508,7401,1
2509,7402,14
2510,7404,22
2511,7407,3
2512,7410,3
2513,7412,21
2514,7413,9
2515,7417,19
2516,7418,7
2517,7419,7
2518,7421,9
2519,7430,32
2520,7432,18
2521,7433,4
2522,7435,10
2523,7437,6
2524,7438,5
2525,7445,14
2526,7448,11
2527,7452,3
2528,7460,9
2529,7460,5
2530,7462,13
2531,7466,5
2532,7467,7
2533,7480,5
2534,7481,30
2535,7485,9
2536,7485,31
2537,7486,9
2538,7486,16
2539,7490,4
2540,7492,4
2541,7493,8
2542,7494,31
2543,7494,3
2544,7499,1
2545,7502,21
2546,7505,17
2547,7508,6
2548,7511,40
2549,7512,40
2550,7515,1
2551,7517,4
2552,7518,8
2553,7520,13
2554,7521,11
2555,7525,9
2556,7527,2
2557,7527,14
2558,7527,15
2559,7531,19
2560,7537,2
2561,7551,7
2562,7565,5
2563,7566,2
2564,7567,7
2565,7573,3
2566,7573,1
2567,7580,17
2568,7589,6
2569,7591,4
2570,7591,23
2571,7595,15
2572,7596,1
2573,7597,13
2574,7599,13
2575,7601,7
2576,7609,6
2577,7616,1
2578,7616,40
2579,7620,7
2580,7622,12
2581,7624,7
2582,7627,4
2583,7636,18
2584,7636,10
2585,7639,7
2586,7641,12
2587,7641,8
2588,7643,33
2589,7643,17
2590,7647,14
2591,7650,1
2592,7652,14
2593,7653,14
2594,7653,3
2595,7655,1
2596,7656,17
2597,7668,19
2598,7671,4
2599,7673,4
2600,7678,10
2601,7678,6
2602,7683,1
2603,7690,3
2604,7696,12
2605,7698,3
2606,7700,19
2607,7701,14
2608,7710,12
2609,7712,10
2610,7714,4
2611,7714,15
2612,7715,4
2613,7719,20
2614,7719,29
2615,7719,10
2616,7721,26
2617,7721,3
2618,7722,14
2619,7723,9
2620,7724,17
2621,7728,1
2622,7728,16
2623,7729,4
2624,7730,9
2625,7734,39
2626,7736,14
2627,7743,13
2628,7752,12
2629,7754,22
2630,7756,18
2631,7756,12
2632,7757,11
2633,7765,10
2634,7765,8
2635,7765,2
2636,7774,14
2637,7778,5
2638,7778,7
2639,7783,19
2640,7783,8
2641,7792,8
2642,7793,10
2643,7798,6
2644,7800,39
2645,7805,35
2646,7805,34
2647,7808,12
2648,7809,4
2649,7810,19
2650,7815,6
2651,7817,20
2652,7817,4
2653,7821,13
2654,7822,23
2655,7824,7
2656,7830,7
2657,7835,1
2658,7837,4
2659,7838,12
2660,7839,13
2661,7849,15
2662,7856,1
2663,7868,6
2664,7869,1
2665,7871,11
2666,7873,1
2667,7876,2
2668,7877,17
2669,7877,5
2670,7881,26
2671,7886,15
2672,7887,7
2673,7899,20
2674,7900,7
2675,7903,16
2676,7903,4
2677,7904,21
2678,7904,1
2679,7906,2
2680,7908,3
2681,7913,5
2682,7918,12
2683,7919,9
2684,7921,17
2685,7924,23
2686,7925,1
2687,7929,25
2688,7929,7
2689,7929,4
2690,7936,1
2691,7936,15
2692,7937,15
2693,7937,2
2694,7938,3
2695,7941,18
2696,7941,12
2697,7944,6
2698,7944,14
2699,7950,11
2700,7952,3
2701,7956,19
2702,7960,16
2703,7974,9
2704,7976,18
2705,7978,37
2706,7980,3
2707,7984,7
2708,7989,7
2709,7993,17
2710,7998,5
2711,8007,17
2712,8008,5
2713,8009,2
2714,8009,9
2715,8012,5
2716,8016,10
2717,8018,13
2718,8019,1
2719,8021,6
2720,8025,9
2721,8029,18
2722,8036,16
2723,8039,3
2724,8042,8
2725,8042,13
2726,8052,7
2727,8055,4
2728,8061,8
2729,8064,12
2730,8073,3
2731,8096,15
2732,8097,10
2733,8099,15
2734,8110,8
2735,8110,33
2736,8114,12
2737,8115,17
2738,8116,15
2739,8116,7
2740,8118,11
2741,8118,5
2742,8120,31
2743,8122,13
2744,8122,4
2745,8122,26
2746,8124,8
2747,8125,18
2748,8127,1
2749,8129,22
2750,8134,13
2751,8134,3
2752,8138,13
2753,8141,29
2754,8143,5
2755,8146,5
2756,8150,7
2757,8161,9
2758,8167,19
2759,8174,13
2760,8176,7
2761,8177,12
2762,8177,32
2763,8183,15
2764,8184,8
2765,8185,7
2766,8188,11
2767,8188,19
2768,8193,4
2769,8194,17
2770,8195,8
2771,8200,9
2772,8200,40
2773,8200,16
2774,8202,5
2775,8204,13
2776,8206,20
2777,8208,16
2778,8210,1
2779,8211,9
2780,8211,13
2781,8215,12
2782,8217,6
2783,8220,16
2784,8222,22
2785,8224,1
2786,8226,1
2787,8226,13
2788,8227,17
2789,8227,5
2790,8232,1
2791,8237,9
2792,8237,13
2793,8239,7
2794,8240,20
2795,8244,12
2796,8246,4
2797,8247,5
2798,8249,9
2799,8250,6
2800,8251,1
2801,8253,11
2802,8254,5
2803,8254,6
2804,8265,3
2805,8269,29
2806,8269,15
2807,8271,35
2808,8272,7
2809,8277,16
2810,8283,11
2811,8286,4
2812,8287,7
2813,8289,15
2814,8297,3
2815,8299,21
2816,8303,10
2817,8304,19
2818,8313,13
2819,8315,1
2820,8325,9
2821,8330,21
2822,8331,10
2823,8340,9
2824,8341,10
2825,8342,1
2826,8342,23
2827,8343,1
2828,8344,26
2829,8344,6
2830,8346,13
2831,8358,1
2832,8358,17
2833,8358,15
2834,8361,14
2835,8365,1
2836,8366,4
2837,8370,13
2838,8379,22
2839,8380,3
2840,8380,3
2841,8382,12
2842,8383,40
2843,8384,5
2844,8389,6
2845,8393,5
2846,8393,8
2847,8394,24
2848,8399,8
2849,8401,40
2850,8403,10
2851,8404,25
2852,8406,7
2853,8406,2
2854,8408,8
2855,8409,14
2856,8415,4
2857,8417,22
2858,8418,6
2859,8426,3
2860,8429,40
2861,8430,4
2862,8431,5
2863,8436,16
2864,8437,6
2865,8437,3
2866,8437,5
2867,8439,37
2868,8441,15
2869,8451,17
2870,8453,11
2871,8454,13
2872,8473,6
2873,8476,10
2874,8477,1
2875,8478,20
2876,8482,6
2877,8489,2
2878,8490,11
2879,8490,7
2880,8494,19
2881,8497,9
2882,8499,5
2883,8501,9
2884,8503,28
2885,8505,20
2886,8508,15
2887,8512,21
2888,8517,16
2889,8520,3
2890,8521,17
2891,8521,23
2892,8528,24
2893,8531,2
2894,8536,5
2895,8536,5
2896,8536,7
2897,8537,13
2898,8539,10
2899,8541,10
2900,8544,2
2901,8545,5
2902,8551,25
2903,8553,22
2904,8556,8
2905,8559,17
2906,8565,12
2907,8573,19
2908,8577,18
2909,8581,9
2910,8590,15
2911,8593,13
2912,8594,9
2913,8597,8
2914,8600,33
2915,8602,9
2916,8602,16
2917,8603,31
2918,8605,15
2919,8606,14
2920,8606,9
2921,8608,13
2922,8624,7
2923,8624,40
2924,8634,2
2925,8634,8
2926,8635,15
2927,8635,14
2928,8641,7
2929,8641,1
2930,8642,2
2931,8644,11
2932,8645,1
2933,8646,16
2934,8646,24
2935,8649,18
2936,8649,21
2937,8651,1
2938,8654,7
2939,8656,3
2940,8662,1
2941,8664,6
2942,8665,31
2943,8672,37
2944,8673,3
2945,8679,10
2946,8682,13
2947,8682,7
2948,8695,25
2949,8696,6
2950,8697,5
2951,8697,4
2952,8701,7
2953,8709,1
2954,8714,8
2955,8725,10
2956,8727,11
2957,8731,3
2958,8732,11
2959,8737,11
2960,8739,11
2961,8741,18
2962,8741,3
2963,8750,7
2964,8752,1
2965,8756,17
2966,8758,3
2967,8761,21
2968,8767,21
2969,8769,8
2970,8770,8
2971,8774,1
2972,8776,10
2973,8777,18
2974,8785,12
2975,8787,28
2976,8788,6
2977,8791,6
2978,8794,3
2979,8798,40
2980,8801,1
2981,8807,17
2982,8807,19
2983,8808,18
2984,8813,4
2985,8818,8
2986,8829,15
2987,8831,5
2988,8836,7
2989,8836,5
2990,8838,10
2991,8839,10
2992,8842,31
2993,8843,16
2994,8850,2
2995,8851,2
2996,8851,18
2997,8853,10
2998,8859,40
2999,8859,40
3000,8860,3
3001,8861,12
3002,8861,2
3003,8862,17
3004,8872,35
3005,8877,11
3006,8880,6
3007,8881,13
3008,8882,20
3009,8887,20
3010,8888,6
3011,8890,5
3012,8891,12
3013,8906,7
3014,8906,25
3015,8908,7
3016,8919,10
3017,8922,13
3018,8936,1
3019,8941,5
3020,8943,39
3021,8943,20
3022,8946,7
3023,8949,17
3024,8951,25
3025,8953,8
3026,8956,19
3027,8961,17
3028,8962,2
3029,8964,8
3030,8968,32
3031,8968,38
3032,8973,20
3033,8974,5
3034,8976,1
3035,8978,4
3036,8981,2
3037,8981,34
3038,8982,1
3039,8985,2
3040,8989,12
3041,8997,9
3042,8998,31
3043,9007,16
3044,9007,8
3045,9008,26
3046,9009,6
3047,9028,33
3048,9037,4
3049,9039,9
3050,9040,1
3051,9042,21
3052,9043,11
3053,9045,33
3054,9052,7
3055,9053,1
3056,9053,14
3057,9053,5
3058,9057,18
3059,9061,4
3060,9062,29
3061,9070,10
3062,9070,8
3063,9074,27
3064,9079,21
3065,9080,4
3066,9082,20
3067,9083,17
3068,9088,9
3069,9089,19
3070,9093,28
3071,9096,9
3072,9097,9
3073,9098,9
3074,9100,4
3075,9103,9
3076,9107,8
3077,9107,8
3078,9109,7
3079,9109,2
3080,9113,22
3081,9118,5
3082,9118,30
3083,9128,3
3084,9133,35
3085,9137,7
3086,9138,21
3087,9141,11
3088,9141,2
3089,9147,2
3090,9148,5
3091,9151,6
3092,9153,9
3093,9154,13
3094,9160,8
3095,9163,12
3096,9164,14
3097,9169,8
3098,9174,17
3099,9174,20
3100,9175,15
3101,9178,15
3102,9178,11
3103,9187,24
3104,9190,9
3105,9194,5
3106,9203,10
3107,9205,2
3108,9210,2
3109,9211,20
3110,9213,30
3111,9216,7
3112,9226,20
3113,9227,1
3114,9228,15
3115,9229,10
3116,9233,34
3117,9243,8
3118,9249,3
3119,9249,1
3120,9253,10
3121,9258,11
3122,9260,8
3123,9262,21
3124,9265,28
3125,9269,7
3126,9277,1
3127,9280,13
3128,9282,24
3129,9283,7
3130,9286,15
3131,9287,3
3132,9289,12
3133,9300,16
3134,9309,13
3135,9310,40
3136,9310,30
3137,9312,18
3138,9317,23
3139,9317,12
3140,9319,9
3141,9322,6
3142,9326,3
3143,9328,31
3144,9331,40
3145,9336,10
3146,9341,10
3147,9341,16
3148,9341,8
3149,9346,3
3150,9347,2
3151,9353,40
3152,9361,1
3153,9363,13
3154,9365,1
3155,9366,9
3156,9370,7
3157,9371,2
3158,9377,17
3159,9378,3
3160,9379,1
3161,9397,18
3162,9399,7
3163,9405,4
3164,9415,19
3165,9416,3
3166,9416,1
3167,9422,26
3168,9424,37
3169,9424,9
3170,9424,8
3171,9425,20
3172,9425,24
3173,9430,3
3174,9433,7
3175,9433,12
3176,9437,19
3177,9440,17
3178,9440,15
3179,9441,24
3180,9442,9
3181,9446,31
3182,9466,5
3183,9470,18
3184,9470,6
3185,9472,9
3186,9474,10
3187,9477,6
3188,9484,25
3189,9486,7
3190,9486,10
3191,9488,16
3192,9490,40
3193,9493,16
3194,9505,10
3195,9511,1
3196,9511,8
3197,9513,5
3198,9513,7
3199,9513,6
3200,9514,16
3201,9514,8
3202,9515,4
3203,9517,21
3204,9526,2
3205,9529,10
3206,9529,8
3207,9531,13
3208,9533,24
3209,9535,40
3210,9539,10
3211,9539,5
3212,9541,4
3213,9547,4
3214,9549,13
3215,9551,2
3216,9551,13
3217,9565,21
3218,9566,21
3219,9566,11
3220,9569,19
3221,9573,25
3222,9574,7
3223,9575,23
3224,9578,1
3225,9579,2
3226,9580,7
3227,9581,1
3228,9582,16
3229,9583,6
3230,9589,9
3231,9596,9
3232,9603,7
3233,9604,4
3234,9611,15
3235,9611,5
3236,9613,9
3237,9614,13
3238,9617,25
3239,9620,23
3240,9621,6
3241,9622,4
3242,9625,28
3243,9625,5
3244,9627,15
3245,9632,1
3246,9639,1
3247,9642,10
3248,9642,8
3249,9643,18
3250,9644,4
3251,9644,13
3252,9645,17
3253,9646,4
3254,9646,7
3255,9647,3
3256,9648,19
3257,9650,16
3258,9650,17
3259,9653,8
3260,9654,15
3261,9661,8
3262,9662,32
3263,9663,10
3264,9666,22
3265,9669,8
3266,9669,27
3267,9670,4
3268,9673,14
3269,9674,5
3270,9674,12
3271,9676,5
3272,9679,10
3273,9693,6
3274,9696,17
3275,9697,14
3276,9702,5
3277,9703,5
3278,9707,4
3279,9714,3
3280,9717,18
3281,9718,3
3282,9719,13
3283,9723,6
3284,9730,21
3285,9732,38
3286,9739,4
3287,9742,6
3288,9742,8
3289,9743,7
3290,9747,2
3291,9752,39
3292,9760,8
3293,9761,14
3294,9770,15
3295,9773,1
3296,9774,7
3297,9778,18
3298,9779,29
3299,9782,7
3300,9784,2
3301,9787,5
3302,9790,7
3303,9796,6
3304,9798,4
3305,9805,1
3306,9806,3
3307,9807,5
3308,9809,18
3309,9810,23
3310,9811,11
3311,9813,3
3312,9814,6
3313,9815,1
3314,9816,29
3315,9824,5
3316,9825,13
3317,9834,22
3318,9834,19
3319,9835,6
3320,9836,15
3321,9837,34
3322,9838,5
3323,9842,1
3324,9842,4
3325,9843,14
3326,9843,6
3327,9844,9
3328,9845,16
3329,9847,3
3330,9850,8
3331,9852,5
3332,9863,33
3333,9863,19
3334,9868,6
3335,9872,6
3336,9875,36
3337,9877,34
3338,9882,14
3339,9889,9
3340,9893,2
3341,9895,4
3342,9900,2
3343,9906,23
3344,9909,2
3345,9918,6
3346,9920,1
3347,9921,17
3348,9922,12
3349,9923,9
3350,9927,6
3351,9930,1
3352,9935,5
3353,9935,8
3354,9937,16
3355,9938,22
3356,9943,17
3357,9944,12
3358,9947,9
3359,9952,11
3360,9954,5
3361,9956,10
3362,9963,8
3363,9963,40
3364,9964,11
3365,9966,1
3366,9967,6
3367,9971,7
3368,9972,19
3369,9973,13
3370,9984,12
3371,9984,27
3372,9986,34
3373,9986,17
3374,9992,6
3375,10000,6
3376,10006,24
3377,10008,6
3378,10009,9
3379,10009,6
3380,10015,3
3381,10017,40
3382,10022,9
3383,10023,30
3384,10023,7
3385,10028,5
3386,10029,16
3387,10030,22
3388,10031,23
3389,10033,8
3390,10035,17
3391,10045,5
3392,10051,10
3393,10051,7
3394,10054,6
3395,10063,10
3396,10063,2
3397,10066,20
3398,10066,6
3399,10067,20
3400,10083,3
3401,10088,6
3402,10091,2
3403,10094,2
3404,10096,4
3405,10098,3
3406,10100,2
3407,10101,9
3408,10105,15
3409,10107,16
3410,10107,1
3411,10108,7
3412,10109,6
3413,10118,27
3414,10124,7
3415,10124,9
3416,10126,1
3417,10140,4
3418,10142,1
3419,10149,10
3420,10153,28
3421,10157,4
3422,10160,7
3423,10165,3
3424,10170,5
3425,10170,10
3426,10170,38
3427,10170,27
3428,10173,33
3429,10174,20
3430,10177,7
3431,10178,6
3432,10179,4
3433,10182,7
3434,10183,28
3435,10184,28
3436,10185,40
3437,10189,11
3438,10190,2
3439,10191,15
3440,10192,38
3441,10194,31
3442,10204,5
3443,10207,2
3444,10209,2
3445,10210,4
3446,10210,5
3447,10217,7
3448,10233,16
3449,10237,6
3450,10240,10
3451,10241,1
3452,10241,4
3453,10246,4
3454,10251,1
3455,10257,6
3456,10257,1
3457,10267,6
3458,10268,10
3459,10269,28
3460,10270,3
3461,10272,10
3462,10273,5
3463,10276,1
3464,10278,29
3465,10279,11
3466,10280,14
3467,10280,32
3468,10281,6
3469,10286,2
3470,10287,3
3471,10292,2
3472,10294,23
3473,10297,39
3474,10298,10
3475,10309,17
3476,10310,20
3477,10310,34
3478,10311,38
3479,10314,1
3480,10314,5
3481,10314,9
3482,10317,4
3483,10321,7
3484,10324,13
3485,10327,13
3486,10334,20
3487,10334,9
3488,10334,1
3489,10335,6
3490,10339,12
3491,10342,21
3492,10343,19
3493,10344,8
3494,10345,4
3495,10348,8
3496,10350,1
3497,10361,5
3498,10366,24
3499,10367,8
3500,10370,13
3501,10371,1
3502,10375,21
3503,10376,8
3504,10377,12
3505,10380,15
3506,10381,20
3507,10386,11
3508,10392,8
3509,10394,2
3510,10394,1
3511,10400,10
3512,10402,12
3513,10406,14
3514,10408,3
3515,10410,5
3516,10410,10
3517,10412,6
3518,10430,40
3519,10430,5
3520,10436,13
3521,10436,18
3522,10436,19
3523,10437,6
3524,10440,15
3525,10440,13
3526,10445,15
3527,10448,10
3528,10455,18
3529,10458,11
3530,10462,2
3531,10465,11
3532,10470,12
3533,10472,17
3534,10478,10
3535,10479,34
3536,10479,8
3537,10480,5
3538,10481,27
3539,10486,8
3540,10487,9
3541,10499,12
3542,10501,11
3543,10503,15
3544,10504,16
3545,10505,5
3546,10506,2
3547,10508,3
3548,10511,24
3549,10515,7
3550,10517,18
3551,10522,17
3552,10536,9
3553,10540,3
3554,10542,17
3555,10543,9
3556,10546,2
3557,10551,6
3558,10553,1
3559,10557,6
3560,10561,10
3561,10561,8
3562,10562,7
3563,10563,10
3564,10566,14
3565,10568,19
3566,10582,21
3567,10582,4
3568,10584,23
3569,10595,9
3570,10598,7
3571,10600,3
3572,10602,13
3573,10603,13
3574,10604,5
3575,10615,5
3576,10624,8
3577,10635,6
3578,10635,4
3579,10639,2
3580,10641,23
3581,10643,6
3582,10644,13
3583,10645,15
3584,10647,14
3585,10651,16
3586,10654,13
3587,10656,5
3588,10656,7
3589,10658,23
3590,10660,5
3591,10660,9
3592,10665,14
3593,10678,29
3594,10685,21
3595,10689,3
3596,10689,13
3597,10689,11
3598,10700,7
3599,10703,9
3600,10704,5
3601,10710,8
3602,10713,6
3603,10719,10
3604,10721,7
3605,10724,31
3606,10727,10
3607,10730,9
3608,10730,7
3609,10731,7
3610,10732,2
3611,10732,18
3612,10733,27
3613,10734,5
3614,10751,23
3615,10752,40
3616,10753,38
3617,10755,26
3618,10759,2
3619,10760,2
3620,10769,16
3621,10770,9
3622,10775,1
3623,10776,6
3624,10776,15
3625,10778,8
3626,10780,9
3627,10789,2
3628,10791,6
3629,10797,16
3630,10799,6
3631,10801,24
3632,10811,10
3633,10811,13
3634,10814,16
3635,10816,15
3636,10817,3
3637,10818,4
3638,10819,1
3639,10819,7
3640,10822,4
3641,10824,6
3642,10824,8
3643,10826,11
3644,10827,8
3645,10829,8
3646,10835,13
3647,10838,9
3648,10842,19
3649,10846,9
3650,10847,30
3651,10847,3
3652,10847,7
3653,10850,5
3654,10854,11
3655,10857,3
3656,10863,1
3657,10865,4
